项目代码,Region,Is_Latest,Page,Section,Section_order,Row_key,Row_label_en,Line_order,Param_en,Value_en,Row_label_fr,Param_fr,Value_fr,page_title_fr,section_title_fr,Model,Section_original,Section_normalized,Record_category,Normalization_applied,Normalization_note,Source_line,Review_flags,Review_messages
HTE1531000A-JP-JAK,JP,TRUE,specifications,OUTPUT PORTS,3,ac_output,AC Output,2,,"100V~50/60Hz, 7A, 700W Rated (-20°C to -10°C)",,,,,,JE-1000F,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,249,,
HTE1531000A-JP-JAK,JP,TRUE,specifications,OUTPUT PORTS,3,ac_total_output,AC Total Output,1,,"1500W Rated, 3000W Surge peak",,,,,,JE-1000F,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,250,,
HTE1531000A-JP-JAK,JP,TRUE,specifications,OUTPUT PORTS,3,ac_output_bypass,AC Output in Bypass Mode,1,,15A Max,,,,,,JE-1000F,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,251,,
HTE1531000A-JP-JAK,JP,TRUE,specifications,OUTPUT PORTS,3,usb_c,USB-C,1,,"1 × USB-C: 100W Max, 5V⎓3A, 9V⎓3A, 12V⎓3A, 15V⎓3A, 20V⎓5A (-10°C to 45°C)",,,,,,JE-1000F,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,252,,
HTE1531000A-JP-JAK,JP,TRUE,specifications,OUTPUT PORTS,3,usb_c,USB-C,2,,USB-C 100W output disabled (-20°C to -10°C),,,,,,JE-1000F,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,253,,
HTE1531000A-JP-JAK,JP,TRUE,specifications,OUTPUT PORTS,3,usb_c,USB-C,3,,"1 × USB-C: 30W Max, 5V⎓3A, 9V⎓3A, 12V⎓2.5A, 15V⎓2A, 20V⎓1.5A",,,,,,JE-1000F,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,254,,
HTE1531000A-JP-JAK,JP,TRUE,specifications,OUTPUT PORTS,3,usb_a,USB-A,1,,"1 × USB-A: 18W Max, 5-6V⎓3A, 6-9V⎓2A, 9-12V⎓1.5A",,,,,,JE-1000F,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,255,,
HTE1531000A-JP-JAK,JP,TRUE,specifications,OUTPUT PORTS,3,dc12_port,DC 12V Port,1,,12V⎓10A Max,,,,,,JE-1000F,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,256,,
HTE1531000A-JP-JAK,JP,TRUE,specifications,ENVIRONMENTAL,4,operating_temperature,Operating Temperature,1,,-20°C to 45°C,,,,,,JE-1000F,ENVIRONMENTAL,ENVIRONMENTAL,spec,NO,,257,,
HTE1531000A-JP-JAK,JP,TRUE,specifications,ENVIRONMENTAL,4,storage_temperature,Storage Temperature,1,,1 year: 0°C to 25°C,,,,,,JE-1000F,ENVIRONMENTAL,ENVIRONMENTAL,spec,NO,,258,,
HTE1531000A-JP-JAK,JP,TRUE,specifications,ENVIRONMENTAL,4,storage_temperature,Storage Temperature,2,,3 months: 0°C to 45°C,,,,,,JE-1000F,ENVIRONMENTAL,ENVIRONMENTAL,spec,NO,,259,,
HTE1531000A-JP-JAK,JP,TRUE,specifications,ENVIRONMENTAL,4,storage_temperature,Storage Temperature,3,,1 month: -20°C to 45°C,,,,,,JE-1000F,ENVIRONMENTAL,ENVIRONMENTAL,spec,NO,,260,,
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_main_power_button_label,Main Power Button Label,1,,Main POWER Button,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,261,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_dc_usb_power_button_label,DC USB Power Button Label,1,,DC/USB Power Button,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,262,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_ac_power_button_label,AC Power Button Label,1,,AC Power Button,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,263,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_front_dc12_port_label,Front DC12 Port Label,1,,DC 12V Port,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,264,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_front_dc12_port_spec,Front DC12 Port Spec,1,,12V/10A Max,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,265,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_front_usb_c_low_label,Front USB-C Low Label,1,,USB-C 30W Output,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,266,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_front_usb_c_low_spec,Front USB-C Low Spec,1,,"30W Max, 5V/3A, 9V/3A, 12V/2.5A, 15V/2A, 20V/1.5A",,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,267,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_front_usb_c_high_label,Front USB-C High Label,1,,USB-C 100W Output,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,268,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_front_usb_c_high_spec,Front USB-C High Spec,1,,"100W Max, 5V/3A, 9V/3A, 12V/3A, 15V/3A, 20V/5A",,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,269,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_front_usb_a_label,Front USB-A Label,1,,USB-A 18W Output,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,270,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_front_usb_a_spec,Front USB-A Spec,1,,"18W Max, 5-6V/3A, 6-9V/2A, 9-12V/1.5A",,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,271,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_front_ac_output_label,Front AC Output Label,1,,AC Output,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,272,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_front_ac_output_spec,Front AC Output Spec,1,,"120V~ 60Hz, 18.3A Max, 2200W Rated",,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,273,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_front_total_output_label,Front Total Output Label,1,,Total Output,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,274,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_front_total_output_spec,Front Total Output Spec,1,,"2200W Rated, 4400W Surge Peak",,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,275,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_side_dc_input_label,Side DC Input Label,1,,DC Input (2 x DC8020 Ports),,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,276,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_side_dc_input_pv_spec,Side DC Input PV Spec,1,,"PV: 16-60V/12A Max, combined up to 21A / 400W Max",,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,277,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_side_dc_input_car_spec,Side DC Input Car Spec,1,,"Car: 11-16V/8A Max, combined up to 8A Max",,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,278,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_side_ac_input_label,Side AC Input Label,1,,AC Input,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,279,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_side_ac_input_spec,Side AC Input Spec,1,,"100V-120V~60 Hz, 15A Max",,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,280,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_default_standby_duration,Default Standby Duration,1,,2 hours,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,281,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_energy_saving_auto_off_duration,Energy Saving Auto Off Duration,1,,12 hours,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,282,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_energy_saving_ac_threshold,Energy Saving AC Threshold,1,,25W,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,283,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_energy_saving_dc_threshold,Energy Saving DC Threshold,1,,2W,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,284,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_usb_c_high_power_port_label,USB-C High Power Port Label,1,,USB-C 100W,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,285,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_usb_c_high_power_cable_name,USB-C High Power Cable Name,1,,Jackery USB-C to USB-C 5A cable,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,286,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_car_battery_charging_cable_name,Car Battery Charging Cable Name,1,,Jackery 12V automobile battery charging cable,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,287,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_ups_bypass_output_text,UPS Bypass Output Text,1,,12A (1440W),,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,288,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_main_power_button_label,Main Power Button Label,1,,メイン電源ボタン,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,289,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_dc_usb_power_button_label,DC USB Power Button Label,1,,DC/USB出力ボタン,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,290,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_ac_power_button_label,AC Power Button Label,1,,AC出力ボタン,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,291,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_front_dc12_port_label,Front DC12 Port Label,1,,12Vシガーソケット出力,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,292,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_front_dc12_port_spec,Front DC12 Port Spec,1,,12V/10A 最大,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,293,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_front_usb_c_low_label,Front USB-C Low Label,1,,USB-C 30W出力,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,294,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_front_usb_c_low_spec,Front USB-C Low Spec,1,,5V/3A、9V/3A、12V/2.5A、15V/2A、20V/1.5A、最大30W,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,295,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_front_usb_c_high_label,Front USB-C High Label,1,,USB-C 100W出力,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,296,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_front_usb_c_high_spec,Front USB-C High Spec,1,,5V/3A、9V/3A、12V/3A、15V/3A、20V/5A、最大100W,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,297,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_front_usb_a_label,Front USB-A Label,1,,USB-A 18W出力,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,298,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_front_usb_a_spec,Front USB-A Spec,1,,5-6V/3A、6-9V/2A、9-12V/1.5A、最大18W,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,299,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_front_ac_output_label,Front AC Output Label,1,,AC出力,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,300,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_front_ac_output_spec,Front AC Output Spec,1,,100V~ 50Hz/60Hz、20A、定格2000W、3秒2200W、瞬間最大4400W,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,301,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_side_dc_input_label,Side DC Input Label,1,,DC入力（DC8020ポート×2）,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,302,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_side_dc_input_pv_spec,Side DC Input PV Spec,1,,PV: 16-60V/12A、2ポート合計最大21A/400W,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,303,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_side_dc_input_car_spec,Side DC Input Car Spec,1,,車載充電: 11-16V/8A、2ポート合計最大8A,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,304,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_side_ac_input_label,Side AC Input Label,1,,AC入力,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,305,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_side_ac_input_spec,Side AC Input Spec,1,,100V-120V~ 50Hz/60Hz、15A 最大、急速充電 約1500W,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,306,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_default_standby_duration,Default Standby Duration,1,,2時間,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,307,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_energy_saving_auto_off_duration,Energy Saving Auto Off Duration,1,,12時間,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,308,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_energy_saving_ac_threshold,Energy Saving AC Threshold,1,,25W,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,309,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_energy_saving_dc_threshold,Energy Saving DC Threshold,1,,2W,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,310,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_usb_c_high_power_port_label,USB-C High Power Port Label,1,,USB-C 100W,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,311,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_usb_c_high_power_cable_name,USB-C High Power Cable Name,1,,Jackery USB-C to USB-C 5A ケーブル,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,312,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_car_battery_charging_cable_name,Car Battery Charging Cable Name,1,,Jackery 12V 自動車用バッテリー充電ケーブル,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,313,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_ups_bypass_output_text,UPS Bypass Output Text,1,,1500W,,,,,,JE-2000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,314,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_main_power_button_label,Main Power Button Label,1,,POWERボタン,,,,,,JE-2000E,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,315,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_dc_usb_power_button_label,DC USB Power Button Label,1,,DC/USBボタン,,,,,,JE-2000E,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,316,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_ac_power_button_label,AC Power Button Label,1,,ACボタン,,,,,,JE-2000E,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,317,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_front_dc12_port_label,Front DC12 Port Label,1,,シガーソケット出力,,,,,,JE-2000E,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,318,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_front_dc12_port_spec,Front DC12 Port Spec,1,,12V/10A 最大,,,,,,JE-2000E,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,319,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_front_usb_c_low_label,Front USB-C Low Label,1,,USB-C 30W出力,,,,,,JE-2000E,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,320,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_front_usb_c_low_spec,Front USB-C Low Spec,1,,5V/3A、9V/3A、12V/2.5A、15V/2A、20V/1.5A、最大30W,,,,,,JE-2000E,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,321,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_front_usb_c_high_label,Front USB-C High Label,1,,USB-C 100W出力,,,,,,JE-2000E,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,322,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_front_usb_c_high_spec,Front USB-C High Spec,1,,5V/3A、9V/3A、12V/3A、15V/3A、20V/5A、最大100W,,,,,,JE-2000E,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,323,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_front_usb_a_label,Front USB-A Label,1,,USB-A 18W出力,,,,,,JE-2000E,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,324,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_front_usb_a_spec,Front USB-A Spec,1,,5-6V/3A、6-9V/2A、9-12V/1.5A、最大18W,,,,,,JE-2000E,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,325,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_front_ac_output_label,Front AC Output Label,1,,AC出力,,,,,,JE-2000E,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,326,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_front_ac_output_spec,Front AC Output Spec,1,,100V~60Hz、24A、定格2400W、瞬間最大4800W,,,,,,JE-2000E,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,327,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_side_dc_input_label,Side DC Input Label,1,,DC入力（DC8020ポート×2）,,,,,,JE-2000E,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,328,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_side_dc_input_pv_spec,Side DC Input PV Spec,1,,PV: 16-60V/12A、2ポート合計最大21A/800W,,,,,,JE-2000E,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,329,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
